Date,Open,High,Low,Close,Adj Close,Volume
2018-04-23,38.000000,40.889999,37.000000,39.730000,39.730000,16392400
2018-04-30,39.904999,42.660000,37.529999,41.090000,41.090000,9396100
2018-05-07,41.650002,46.699001,40.500000,44.369999,44.369999,4859900
2018-05-14,44.990002,46.400002,43.369999,44.779999,44.779999,2444100
2018-05-21,45.500000,48.900002,41.720001,46.369999,46.369999,4682000
2018-05-28,46.669998,51.201000,45.855000,50.119999,50.119999,3193800
2018-06-04,51.000000,60.450001,50.540001,57.919998,57.919998,15339000
2018-06-11,58.299999,65.816002,58.200001,63.950001,63.950001,12183100
2018-06-18,63.509998,66.800003,55.000000,57.549999,57.549999,14974600
2018-06-25,55.580002,57.200001,50.344002,52.950001,52.950001,10664600
2018-07-02,52.459999,55.959999,50.500000,54.950001,54.950001,6004800
2018-07-09,55.279999,56.490002,51.500000,55.330002,55.330002,7021400
2018-07-16,55.250000,57.278999,51.709999,52.209999,52.209999,5103400
2018-07-23,51.970001,57.500000,51.750000,54.820000,54.820000,6519500
2018-07-30,54.919998,59.599998,50.060001,57.009998,57.009998,6433200
2018-08-06,57.160000,62.150002,57.119999,58.200001,58.200001,5076800
2018-08-13,58.099998,59.400002,55.299999,58.680000,58.680000,3563800
2018-08-20,58.910000,67.209999,57.900002,65.540001,65.540001,6059200
2018-08-27,66.989998,68.349998,62.189999,62.439999,62.439999,7663500
2018-09-03,62.799999,65.870003,56.259998,56.939999,56.939999,12622000
2018-09-10,58.000000,58.240002,52.830002,53.790001,53.790001,16223600
2018-09-17,53.849998,54.889999,51.119999,52.540001,52.540001,9426200
2018-09-24,52.099998,54.020000,51.400002,52.570000,52.570000,8437600
2018-10-01,52.980000,53.000000,43.520000,45.270000,45.270000,15516200
2018-10-08,44.630001,45.000000,38.279999,44.639999,44.639999,14022900
2018-10-15,44.439999,48.299999,41.599998,42.005001,42.005001,9363400
2018-10-22,42.720001,43.700001,38.549999,41.180000,41.180000,13135100
2018-10-29,42.279999,43.360001,39.049999,42.820000,42.820000,9314000
2018-11-05,42.630001,45.150002,40.900002,44.430000,44.430000,8271300
2018-11-12,44.450001,44.450001,38.299999,39.000000,39.000000,8976700
2018-11-19,38.849998,41.360001,35.060001,40.820000,40.820000,8245500
2018-11-26,41.330002,42.509998,39.840000,41.759998,41.759998,6571400
2018-12-03,42.720001,43.220001,38.750000,39.660000,39.660000,12323500
2018-12-10,38.759998,43.320000,38.759998,42.889999,42.889999,18630000
2018-12-17,42.509998,43.349998,37.270000,37.990002,37.990002,26668000
2018-12-24,37.290001,41.049999,36.249001,40.500000,40.500000,6979900
2018-12-31,40.599998,41.415001,38.799999,40.900002,40.900002,6769700
2019-01-07,40.040001,44.599998,39.500000,43.480000,43.480000,16764700
2019-01-14,43.130001,47.205002,42.220001,47.000000,47.000000,13643800
2019-01-21,46.450001,48.599998,44.540001,48.570000,48.570000,6729400
2019-01-28,47.939999,50.029999,47.540001,49.959999,49.959999,11170100
2019-02-04,49.990002,52.599998,49.549999,51.770000,51.770000,9838100
2019-02-11,51.509998,54.080002,50.400002,53.630001,53.630001,11187600
2019-02-18,53.779999,54.884998,53.400002,53.990002,53.990002,5732200
2019-02-25,54.500000,56.689999,54.090000,56.290001,56.290001,12403300
2019-03-04,56.770000,56.889999,53.810001,55.990002,55.990002,9068000
2019-03-11,56.320000,59.619999,56.105999,56.470001,56.470001,19345300
2019-03-18,56.950001,57.779999,53.130001,53.340000,53.340000,16436400
2019-03-25,53.009998,54.340000,51.139999,51.840000,51.840000,8541900
2019-04-01,52.450001,54.720001,51.630001,53.840000,53.840000,8783000
2019-04-08,53.669998,56.860001,53.029999,55.250000,55.250000,9956500
2019-04-15,55.360001,56.650002,50.919998,52.790001,52.790001,7758100
2019-04-22,52.740002,57.950001,52.500000,57.259998,57.259998,7696000
2019-04-29,57.610001,58.369999,54.040001,56.459999,56.459999,8368100
2019-05-06,54.919998,56.720001,50.950001,53.049999,53.049999,8009100
