Date,Open,High,Low,Close,Adj Close,Volume
2021-03-08,13.590000,15.310000,13.110000,14.190000,14.190000,8863700
2021-03-15,14.180000,15.150000,13.970000,15.100000,15.100000,8091900
2021-03-22,15.040000,15.200000,13.510000,14.460000,14.460000,5495100
2021-03-29,14.370000,15.450000,13.830000,14.990000,14.990000,5317000
2021-04-05,15.000000,16.954000,14.790000,16.420000,16.420000,7305800
2021-04-12,16.170000,17.950001,15.920000,17.330000,17.330000,7381600
2021-04-19,17.120001,17.320000,15.750000,16.570000,16.570000,4142500
2021-04-26,16.719999,17.329000,16.110001,16.200001,16.200001,3256900
2021-05-03,16.270000,16.469999,14.680000,15.650000,15.650000,3966700
2021-05-10,15.500000,15.600000,14.070000,14.800000,14.800000,4588500
2021-05-17,14.610000,15.320000,14.140000,14.980000,14.980000,3678700
2021-05-24,15.230000,15.660000,14.190000,15.470000,15.470000,5097400
2021-05-31,15.340000,15.340000,14.660000,14.930000,14.930000,4380900
2021-06-07,14.950000,15.660000,14.710000,15.620000,15.620000,4280300
2021-06-14,15.650000,16.900000,15.560000,16.840000,16.840000,6607700
2021-06-21,16.760000,18.389999,16.600000,18.290001,18.290001,9710100
2021-06-28,18.400000,18.639999,16.860001,17.320000,17.320000,5216500
2021-07-05,17.360001,18.139999,16.900000,17.629999,17.629999,2885700
2021-07-12,17.600000,17.760000,16.030001,16.110001,16.110001,3582100
2021-07-19,15.770000,17.730000,15.580000,17.639999,17.639999,4348600
2021-07-26,17.555000,18.070000,16.730000,17.590000,17.590000,2392200
